date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:03	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Mar%202023%2010:27:02%20GMT	https://techbird.org/omnivus/home-1/wp-content/plugins/ultimate-addon/assets/nature-sprite-2.png?raw=true	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/plugins/ultimate-addon/assets/nature-sprite-2c523.png	(from https://techbird.org/omnivus/home-1/wp-content/plugins/ultimate-addon/assets/css/widgets.css?ver=1.2.0)
15:27:04	1220/1220	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Apr%202022%2017:01:48%20GMT	https://techbird.org/omnivus/home-1/wp-content/plugins/ultimate-addon/assets/img/service_stripe_bg.png	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/plugins/ultimate-addon/assets/img/service_stripe_bg.png	(from https://techbird.org/omnivus/home-1/wp-content/plugins/ultimate-addon/assets/css/widgets.css?ver=1.2.0)
15:27:05	20000/20000	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-light-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-light-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:06	25764/25764	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-light-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-light-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:06	23048/23048	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-lightitalic-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-lightitalic-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:08	29616/29616	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-lightitalic-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-lightitalic-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:09	20120/20120	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-regular-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-regular-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:11	25828/25828	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-regular-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-regular-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:12	22368/22368	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-regularitalic-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-regularitalic-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:12	29368/29368	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-regularitalic-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-regularitalic-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:14	20400/20400	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-medium-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-medium-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:15	26868/26868	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-medium-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-medium-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:16	22832/22832	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-mediumitalic-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-mediumitalic-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:16	29880/29880	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-mediumitalic-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-mediumitalic-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:17	20836/20836	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-bold-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-bold-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:18	27412/27412	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-bold-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-bold-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:19	22348/22348	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-bolditalic-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-bolditalic-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:20	29436/29436	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-bolditalic-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-bolditalic-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:21	20060/20060	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-extrabold-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-extrabold-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:22	26500/26500	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-extrabold-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-extrabold-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:23	22212/22212	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-extrabolditalic-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-extrabolditalic-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:24	28588/28588	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-extrabolditalic-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-extrabolditalic-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:25	20800/20800	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-black-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-black-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:25	27356/27356	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-black-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-black-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:26	22336/22336	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-blackitalic-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-blackitalic-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:27	28824/28824	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-blackitalic-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-blackitalic-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:28	20152/20152	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-heavy-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-heavy-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:29	26524/26524	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-heavy-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-heavy-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:30	21212/21212	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-heavyitalic-webfont.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-heavyitalic-webfont.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:31	28136/28136	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-heavyitalic-webfont.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/gilroy-heavyitalic-webfont.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fonts.css?ver=1.1.0)
15:27:32	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Mar%202023%2010:27:31%20GMT	https://techbird.org/omnivus/home-1/wp-content/plugins/omnivuscore/assets/img/owl.video.play.png	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/plugins/omnivuscore/assets/img/owl.video.play.png	(from https://techbird.org/omnivus/home-1/wp-content/plugins/omnivuscore/assets/css/owl.carousel.css?ver=1.0.0)
15:27:33	1035/1035	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/img/select-icons.png	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/img/select-icons.png	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/plugins/jquery.selectbox.css?ver=2.0.0)
15:27:35	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Mar%202023%2010:27:34%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.eot	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/plugins/bootstrap.min.css?ver=3.3.7)
15:27:37	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Mar%202023%2010:27:36%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.eot?	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regulard41d.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/plugins/bootstrap.min.css?ver=3.3.7)
15:27:38	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Mar%202023%2010:27:37%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/plugins/bootstrap.min.css?ver=3.3.7)
15:27:38	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Mar%202023%2010:27:38%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/plugins/bootstrap.min.css?ver=3.3.7)
15:27:40	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Mar%202023%2010:27:39%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.ttf	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.ttf	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/plugins/bootstrap.min.css?ver=3.3.7)
15:27:41	1238/1238	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Mar%202023%2010:27:40%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.svg	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/fonts/glyphicons-halflings-regular.svg	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/plugins/bootstrap.min.css?ver=3.3.7)
15:28:06	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/themify.eot?	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/themifyd41d.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/themify-icons.css?ver=1.0.0)
15:28:08	56108/56108	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/themify.woff?-fvbane	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/themify9f24.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/themify-icons.css?ver=1.0.0)
15:28:09	78584/78584	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/themify.ttf?-fvbane	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/themify9f24.ttf	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/themify-icons.css?ver=1.0.0)
15:28:11	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/themify.svg?-fvbane	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/themify9f24.svg	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/themify-icons.css?ver=1.0.0)
15:28:12	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.eot	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:13	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.eot?	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400d41d.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:14	76764/76764	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:16	90060/90060	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:16	134040/134040	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.ttf	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.ttf	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:20	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.svg	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-brands-400.svg	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:20	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.eot	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:22	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.eot?	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400d41d.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:23	13276/13276	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:24	16276/16276	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:25	33736/33736	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.ttf	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.ttf	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:26	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.svg	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-regular-400.svg	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:28	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.eot	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:29	78196/78196	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.woff2	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.woff2	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:30	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.eot?	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900d41d.eot	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:31	101652/101652	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.woff	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.woff	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
15:28:33	202744/202744	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2025%20Apr%202022%2016:09:57%20GMT	https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.ttf	E:/Games/MRIT/techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/fonts/fa-solid-900.ttf	(from https://techbird.org/omnivus/home-1/wp-content/themes/omnivus/assets/css/icons/font-awesome.min.css?ver=5.15.3)
